==== HBASE-21507 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/querymatcher/NormalUserScanQueryMatcher.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
==== HBASE-22282 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ReversedMobStoreScanner.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/mob/MobStoreEngine.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/mob/MobFileName.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/PrefetchExecutor.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RSRpcServices.java
==== HBASE-22286 ====
0	True	hbase-resource-bundle/src/main/resources/META-INF/LICENSE.vm
1	False	hbase-server/pom.xml
2	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/replication/regionserver/MetricsReplicationSinkSource.java
3	True	hbase-resource-bundle/src/main/resources/META-INF/NOTICE.vm
4	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/replication/regionserver/MetricsReplicationSourceSourceImpl.java
==== HBASE-22287 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitter.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/coordination/ZkSplitLogWorkerCoordination.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/TransitRegionStateProcedure.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
==== HBASE-22292 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/DefaultEnvironmentEdge.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/AuthUtil.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/ZKPermissionWatcher.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/FixedFileTrailer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/Replication.java
==== HBASE-22298 ====
0	True	hbase-common/src/main/java/org/apache/hadoop/hbase/ServiceNotRunningException.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/NettyRpcConnection.java
3	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapred/TableRecordReaderImpl.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/SpaceQuotaRefresherChore.java
==== HBASE-22312 ====
0	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableMapReduceUtil.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/ReaderBase.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/BlockingRpcCallback.java
3	False	hbase-hbtop/pom.xml
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-22314 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFilePrettyPrinter.java
1	False	hbase-resource-bundle/src/main/resources/META-INF/LICENSE.vm
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DateTieredCompactor.java
3	False	hbase-server/pom.xml
4	False	hbase-shaded/hbase-shaded-client/pom.xml
==== HBASE-22323 ====
0	True	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TCompareOperator.java
1	True	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift/generated/TIncrement.java
2	True	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableSplit.java
3	True	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TIncrement.java
4	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/client/ThriftTable.java
==== HBASE-22324 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/ExploringCompactionPolicy.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/AbstractMultiOutputCompactor.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ImmutableSegment.java
3	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/VersionResource.java
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreSegmentsIterator.java
==== HBASE-22340 ====
0	True	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ByteBufferArray.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java
2	True	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/CellSortReducer.java
3	False	hbase-common/src/main/java/org/apache/hadoop/hbase/codec/KeyValueCodec.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/codec/KeyValueCodecWithTags.java
==== HBASE-22343 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/executor/ExecutorService.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/OpenRegionProcedure.java
==== HBASE-22354 ====
0	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableMapReduceUtil.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RpcClientFactory.java
4	False	hbase-metrics-api/src/main/java/org/apache/hadoop/hbase/metrics/MetricRegistryInfo.java
==== HBASE-22360 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/FutureUtils.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
==== HBASE-22370 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/wal/WALFactory.java
1	True	hbase-asyncfs/src/main/java/org/apache/hadoop/hbase/io/asyncfs/FanOutOneBlockAsyncDFSOutput.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/CallRunner.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
4	False	hbase-asyncfs/src/main/java/org/apache/hadoop/hbase/io/asyncfs/AsyncFSOutput.java
==== HBASE-22376 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-22378 ====
0	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/ClusterStatusListener.java
1	False	hbase-server/src/main/resources/hbase-webapps/master/zk.jsp
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java
3	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKAclReset.java
4	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
==== HBASE-22380 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-http/pom.xml
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/tool/Canary.java
3	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableInputFormatBase.java
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
==== HBASE-22404 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/TransitRegionStateProcedure.java
3	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/CloseRegionProcedure.java
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/ServerStateNode.java
==== HBASE-22408 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerInstanceResource.java
4	False	hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/regionserver/ServerMetricsTmpl.jamon
==== HBASE-22417 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/master/ReplicationLogCleaner.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/locking/LockManager.java
2	False	hbase-common/src/main/java/org/apache/hadoop/hbase/TableName.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/FSDataInputStreamWrapper.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
==== HBASE-22425 ====
0	True	hbase-shell/src/main/ruby/shell/commands/describe.rb
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/throttle/PressureAwareCompactionThroughputController.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/RegionServerProcedureManagerHost.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/GCRegionProcedure.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
==== HBASE-22440 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreFlusher.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
==== HBASE-22441 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/MasterDDLOperationHelper.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreScanner.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
==== HBASE-22442 ====
0	False	hbase-http/src/main/java/org/apache/hadoop/hbase/http/InfoServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/BusyRegionSplitPolicy.java
2	False	hbase-server/pom.xml
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALActionsListener.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/OperationStatus.java
==== HBASE-22453 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/TableName.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/querymatcher/CompactionScanQueryMatcher.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/NettyRpcDuplexHandler.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/TableDescriptor.java
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/mob/DefaultMobStoreCompactor.java
==== HBASE-22462 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DateTieredCompactor.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/RegionServerTracker.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/handler/UnassignRegionHandler.java
4	False	hbase-asyncfs/src/main/java/org/apache/hadoop/hbase/io/asyncfs/AsyncFSOutputHelper.java
==== HBASE-22471 ====
0	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableMapReduceUtil.java
1	False	bin/local-master-backup.sh
2	False	bin/region_mover.rb
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/BlockingRpcCallback.java
==== HBASE-22477 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Get.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/FutureUtils.java
==== HBASE-22481 ====
0	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapred/MultiTableSnapshotInputFormat.java
1	True	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/MultiTableSnapshotInputFormat.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/BlockingRpcCallback.java
3	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableMapReduceUtil.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/Replication.java
==== HBASE-22486 ====
0	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StripeStoreEngine.java
2	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/DelayedProcedure.java
3	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/InlineChore.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/rsgroup/RSGroupBasedLoadBalancer.java
==== HBASE-22487 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/MiniZooKeeperCluster.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-http/pom.xml
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
==== HBASE-22490 ====
0	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapred/TableMap.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/BlockCachesIterator.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
==== HBASE-22502 ====
0	True	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ByteBufferArray.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/rsgroup/RSGroupInfoManagerImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/Compactor.java
3	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/UnsafeAvailChecker.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileWriterImpl.java
==== HBASE-22503 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/SaslUtil.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/access/TablePermission.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AuthManager.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/TableNamespaceManager.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AccessControlFilter.java
==== HBASE-22513 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/quotas/ThrottleSettings.java
1	False	hbase-mapreduce/pom.xml
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/QuotaState.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/BloomFilterFactory.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/GlobalQuotaSettings.java
==== HBASE-22518 ====
0	False	bin/region_mover.rb
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/TakeSnapshotHandler.java
2	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java
3	False	hbase-common/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileContext.java
4	False	hbase-server/pom.xml
==== HBASE-22520 ====
0	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/MultiRowResource.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/MasterDDLOperationHelper.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/filter/RestCsrfPreventionFilter.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileScanner.java
==== HBASE-22525 ====
0	True	hbase-client/src/main/java/org/apache/hadoop/hbase/quotas/QuotaTableUtil.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/Strings.java
2	False	hbase-http/src/main/java/org/apache/hadoop/hbase/util/JSONMetricUtil.java
3	False	hbase-server/src/main/resources/hbase-webapps/master/table.jsp
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/replication/UpdatePeerConfigProcedure.java
==== HBASE-22529 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/querymatcher/NormalUserScanQueryMatcher.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DeleteTableProcedure.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/AdaptiveMemStoreCompactionStrategy.java
==== HBASE-22530 ====
0	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/master/MetricsMasterWrapper.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/MetricsMasterWrapperImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/regionserver/LogRollRegionServerProcedureManager.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor/CoprocessorHost.java
==== HBASE-22539 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/io/ByteBufferWriter.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/codec/KeyValueCodecWithTags.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALCellCodec.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java
==== HBASE-22559 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/SimpleRpcScheduler.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/HalfStoreFileReader.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner/HFileCleaner.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/MetricsHBaseServerWrapperImpl.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/RecoverMetaProcedure.java
==== HBASE-22562 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/DefaultOperationQuota.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-22563 ====
0	False	dev-support/hbase_nightly_yetus.sh
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreFlusher.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	True	dev-support/Jenkinsfile
4	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
==== HBASE-22565 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/FixedFileTrailer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ReflectionUtils.java
3	False	hbase-common/src/main/java/org/apache/hadoop/hbase/types/OrderedNumeric.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/filter/PageFilter.java
==== HBASE-22571 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/FixedFileTrailer.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ReflectionUtils.java
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/CellSerialization.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALUtil.java
==== HBASE-22582 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/ByteBufferKeyOnlyKeyValue.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/CompactionRequest.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreSizing.java
3	True	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/WALEntryStream.java
4	False	hbase-http/src/main/java/org/apache/hadoop/hbase/http/HttpServer.java
==== HBASE-22584 ====
0	False	dev-support/hbase-personality.sh
1	True	src/site/xdoc/downloads.xml
2	False	hbase-server/src/main/resources/hbase-webapps/master/zk.jsp
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
==== HBASE-22586 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/token/AuthenticationTokenSecretManager.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/throttle/PressureAwareThroughputController.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/client/VersionInfoUtil.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapred/TableInputFormat.java
==== HBASE-22601 ====
0	False	hbase-external-blockcache/src/main/java/org/apache/hadoop/hbase/io/hfile/MemcachedBlockCache.java
1	False	hbase-http/src/main/java/org/apache/hadoop/hbase/util/JSONMetricUtil.java
2	True	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableInputFormatBase.java
3	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/ReplicationEndpoint.java
==== HBASE-22603 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
1	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/WALInputFormat.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/throttle/PressureAwareThroughputController.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/token/AuthenticationTokenSecretManager.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/WeakObjectPool.java
==== HBASE-22611 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/OnheapChunk.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/CellSortReducer.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Scan.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/io/ByteBufferWriterDataOutputStream.java
==== HBASE-22617 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/ModifyNamespaceProcedure.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMasterCommandLine.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/NoSuchProcedureException.java
==== HBASE-22632 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMasterCommandLine.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/querymatcher/CompactionScanQueryMatcher.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/BloomFilterBase.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Increment.java
==== HBASE-22649 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/Server.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/FastPathBalancedQueueRpcExecutor.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/TableNamespaceManager.java
==== HBASE-22652 ====
0	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/LruBlockCache.java
2	True	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/DelayedProcedure.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StripeStoreEngine.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/SnapshotHFileCleaner.java
==== HBASE-22656 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/TableName.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	bin/region_mover.rb
3	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/CellSortReducer.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/CellSerialization.java
==== HBASE-22658 ====
0	True	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/mapreduce/JobUtil.java
1	False	hbase-endpoint/src/main/java/org/apache/hadoop/hbase/coprocessor/Export.java
2	False	hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/master/RSGroupListTmpl.jamon
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/util/MemorySizeUtil.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/HConstants.java
==== HBASE-22661 ====
