==== DERBY-6189 ====
1	False	java/org.apache.derby.commons/org/apache/derby/shared/common/reference/Limits.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/FromTable.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DDLStatementNode.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
==== DERBY-6552 ====
0	True	java/org.apache.derby.tools/org/apache/derby/jdbc/ClientXADataSource40.java
1	True	java/org.apache.derby.tools/org/apache/derby/jdbc/EmbeddedDataSource.java
2	True	java/org.apache.derby.client/org/apache/derby/client/ClientPooledConnection.java
3	False	java/org.apache.derby.tools/org/apache/derby/impl/tools/ij/ijExceptionResult.java
4	True	java/org.apache.derby.tools/org/apache/derby/jdbc/ClientDataSource.java
==== DERBY-6554 ====
0	False	java/build/org/apache/derbyBuild/splitmessages.java
1	False	java/org.apache.derby.engine/org/apache/derby/loc/messages_pt_BR.properties
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UnionNode.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DistinctNode.java
==== DERBY-6555 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/NextSequenceNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
2	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
3	True	java/org.apache.derby.engine/org/apache/derby/loc/messages.xml
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedResultSet.java
==== DERBY-6559 ====
0	False	java/org.apache.derby.engine/org/apache/derby/iapi/types/SQLChar.java
1	False	java/org.apache.derby.client/org/apache/derby/client/am/ClientDatabaseMetaData.java
2	False	java/org.apache.derby.server/org/apache/derby/impl/drda/Database.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/TransactionInfo.java
4	False	java/org.apache.derby.client/org/apache/derby/client/am/ClientResultSet.java
==== DERBY-6563 ====
0	True	java/org.apache.derby.engine/org/apache/derby/iapi/sql/execute/RunTimeStatistics.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/CompressSpacePageOperation.java
2	False	java/org.apache.derby.engine/org/apache/derby/loc/messages.xml
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedResultSet.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/services/stream/BasicHeaderPrintWriter.java
==== DERBY-6565 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DropViewConstantAction.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/InsertNode.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/SelectNode.java
4	False	java/org.apache.derby.engine/org/apache/derby/loc/messages.xml
==== DERBY-6567 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/JarUtil.java
1	False	java/org.apache.derby.client/org/apache/derby/client/am/ClientDatabaseMetaData.java
2	False	java/org.apache.derby.client/org/apache/derby/client/am/ClientPreparedStatement.java
3	False	java/org.apache.derby.server/org/apache/derby/impl/drda/DRDAConnThread.java
4	False	java/org.apache.derby.server/org/apache/derby/impl/drda/XADatabase.java
==== DERBY-6576 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/D_StoredPage.java
1	True	java/org.apache.derby.engine/org/apache/derby/impl/io/DirStorageFactory.java
2	True	java/org.apache.derby.engine/org/apache/derby/loc/messages_it.properties
3	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/catalog/PermissionsCacheable.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/CreateIndexConstantAction.java
==== DERBY-6577 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/AllResultColumn.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
2	False	java/org.apache.derby.commons/org/apache/derby/shared/common/reference/Limits.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DDLStatementNode.java
4	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/execute/RunTimeStatistics.java
==== DERBY-6587 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/RowLocking1.java
1	False	java/org.apache.derby.client/org/apache/derby/client/am/LogicalConnection.java
2	False	java/org.apache.derby.client/org/apache/derby/client/am/ClientClob.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
4	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/property/PropertyFactory.java
==== DERBY-6595 ====
0	False	java/org.apache.derby.client/org/apache/derby/client/am/Lob.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/NextSequenceNode.java
2	True	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/compiler/LocalField.java
4	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/TransactionInfo.java
==== DERBY-6597 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/AutoincrementCounter.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/InternalXact.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/dictionary/ConglomerateDescriptor.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/authentication/AuthenticationServiceBase.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/InsertVTIResultSet.java
==== DERBY-6599 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DistinctNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumn.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/OrderByList.java
3	False	java/org.apache.derby.engine/org/apache/derby/catalog/SystemProcedures.java
4	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/monitor/ModuleControl.java
==== DERBY-6600 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
2	False	java/org.apache.derby.engine/org/apache/derby/diag/StatementDuration.java
3	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
4	False	java/org.apache.derby.client/org/apache/derby/client/am/SQLExceptionFactory.java
==== DERBY-6602 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/CastNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/loc/messages.xml
2	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedResultSet.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DDLStatementNode.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/load/ImportReadData.java
==== DERBY-6611 ====
0	True	java/org.apache.derby.server/org/apache/derby/mbeans/drda/NetworkServerMBean.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/jdbc/EngineResultSet.java
2	False	java/org.apache.derby.server/org/apache/derby/impl/drda/Database.java
3	False	java/org.apache.derby.server/org/apache/derby/impl/drda/DRDAResultSet.java
4	False	java/org.apache.derby.engine/org/apache/derby/catalog/GetProcedureColumns.java
==== DERBY-6616 ====
0	True	java/org.apache.derby.engine/org/apache/derby/catalog/SystemProcedures.java
1	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/conn/GenericLanguageConnectionContext.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/jdbc/EngineResultSet.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
==== DERBY-6617 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/services/monitor/FileMonitor.java
1	True	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/SetSchemaNode.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/log/ReadOnly.java
4	False	java/org.apache.derby.tools/build.xml
==== DERBY-6619 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DeleteNode.java
1	True	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/conglomerate/TransactionManager.java
3	False	java/org.apache.derby.engine/org/apache/derby/mbeans/VersionMBean.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/services/monitor/FileMonitor.java
==== DERBY-6620 ====
0	False	java/org.apache.derby.client/org/apache/derby/client/ClientPooledConnection.java
1	False	java/org.apache.derby.client/org/apache/derby/client/ClientXAConnection.java
2	False	java/org.apache.derby.client/org/apache/derby/client/net/NetConnection.java
3	False	java/org.apache.derby.client/org/apache/derby/client/am/ClientConnection.java
4	False	java/org.apache.derby.tools/build.xml
==== DERBY-6623 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/services/jmxnone/NoManagementService.java
1	False	java/org.apache.derby.tools/org/apache/derby/impl/tools/planexporter/CreateXMLFile.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/services/locks/Constants.java
3	False	java/org.apache.derby.server/org/apache/derby/impl/drda/NetworkServerControlImpl.java
4	False	java/org.apache.derby.engine/org/apache/derby/loc/messages.xml
==== DERBY-6629 ====
0	True	java/org.apache.derby.tools/org/apache/derby/impl/tools/planexporter/AccessDatabase.java
1	True	java/org.apache.derby.tools/org/apache/derby/impl/tools/planexporter/TreeNode.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/services/monitor/FileMonitor.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/services/jce/JCECipherFactoryBuilder.java
==== DERBY-6630 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/services/jce/JCECipherFactory.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/services/monitor/FileMonitor.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/Xact.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/BinaryLogicalOperatorNode.java
==== DERBY-6631 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/services/monitor/FileMonitor.java
1	True	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/FromTable.java
3	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/authentication/AuthenticationServiceBase.java
==== DERBY-6635 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/BinaryLogicalOperatorNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedResultSet.java
2	True	java/org.apache.derby.engine/org/apache/derby/loc/messages.xml
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/services/locks/Constants.java
==== DERBY-6636 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/Xact.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/log/LogToFile.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/compile/TypeCompiler.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/io/StoredFormatIds.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
==== DERBY-6637 ====
0	False	java/org.apache.derby.server/org/apache/derby/loc/drda/messages_de_DE.properties
1	False	java/org.apache.derby.engine/org/apache/derby/loc/messages_pt_BR.properties
2	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/Util.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/RowLockingRR.java
==== DERBY-6648 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/db/DatabaseContextImpl.java
1	True	java/org.apache.derby.engine/org/apache/derby/iapi/util/InterruptDetectedException.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/loader/ClassFactoryContext.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/services/monitor/FileMonitor.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/authentication/AuthenticationServiceBase.java
==== DERBY-6650 ====
0	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/TransactionInfo.java
1	False	java/org.apache.derby.server/org/apache/derby/impl/drda/XADatabase.java
2	False	java/org.apache.derby.optionaltools/org/apache/derby/optional/lucene/DerbyIndexOutput.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/Util.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/RowLockingRR.java
==== DERBY-6652 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumn.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DistinctNode.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/AllResultColumn.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UnionNode.java
==== DERBY-6654 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/BaseActivation.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/SetReservedSpaceOperation.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/Xact.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/catalog/SYSCOLUMNSRowFactory.java
==== DERBY-6661 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/CreateIndexConstantAction.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DDLStatementNode.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/TableElementList.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/io/LimitInputStream.java
4	False	java/org.apache.derby.engine/org/apache/derby/diag/ErrorLogReader.java
==== DERBY-6662 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/conn/GenericLanguageConnectionContext.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/BaseActivation.java
2	False	java/org.apache.derby.client/org/apache/derby/client/am/SectionManager.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/property/PersistentSet.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/authentication/AuthenticationServiceBase.java
==== DERBY-6663 ====
0	False	java/demo/toursdb/toursdb.xml
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/raw/AuxObject.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/TransactionInfo.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
4	False	java/org.apache.derby.server/org/apache/derby/impl/drda/XADatabase.java
==== DERBY-6664 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DistinctNode.java
1	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/catalog/PermissionsCacheable.java
2	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
3	False	java/org.apache.derby.server/org/apache/derby/impl/drda/XADatabase.java
4	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/TransactionInfo.java
==== DERBY-6665 ====
0	False	java/org.apache.derby.server/org/apache/derby/loc/drda/messages_de_DE.properties
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UCode_CharStream.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DistinctNode.java
3	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/TriggerInfo.java
==== DERBY-6666 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DistinctNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/TableScanResultSet.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/store/access/btree/BTreeLockingPolicy.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/RowUtil.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedResultSet.java
==== DERBY-6667 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/OrderByList.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/types/SQLBinary.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/D_StoredPage.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UnionNode.java
==== DERBY-6668 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/CreateIndexConstantAction.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/AlterTableConstantAction.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/TableElementList.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DropTableNode.java
4	False	java/org.apache.derby.engine/org/apache/derby/iapi/types/TypeId.java
==== DERBY-6670 ====
0	False	java/org.apache.derby.engine/org/apache/derby/iapi/types/SQLChar.java
1	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DDLStatementNode.java
2	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
3	True	java/org.apache.derby.engine/org/apache/derby/iapi/services/property/PropertyFactory.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UpdateNode.java
==== DERBY-6680 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/GenericParameter.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/SetSchemaNode.java
2	True	java/org.apache.derby.server/org/apache/derby/impl/drda/NetworkServerControlImpl.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/jdbc/EngineResultSet.java
4	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
==== DERBY-6683 ====
0	True	bin/setNetworkServerCP
1	False	java/demo/navbar.html
2	False	java/demo/demo.html
3	False	java/org.apache.derby.commons/org/apache/derby/shared/common/sanity/SanityManager.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/LOBTypeCompiler.java
==== DERBY-6688 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/RowCountResultSet.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UpdateNode.java
2	False	java/org.apache.derby.client/org/apache/derby/client/net/NetPreparedStatement.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UCode_CharStream.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/FromBaseTable.java
==== DERBY-6689 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/AllResultColumn.java
2	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/MergeNode.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/authentication/AuthenticationServiceBase.java
4	False	java/org.apache.derby.tools/org/apache/derby/impl/tools/ij/Main.java
==== DERBY-6690 ====
0	False	java/build/org/apache/derbyBuild/splitmessages.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/MergeNode.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/D_StoredPage.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UpdateNode.java
==== DERBY-6691 ====
0	False	java/build/org/apache/derbyBuild/splitmessages.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/FromTable.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UpdateNode.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/AllResultColumn.java
==== DERBY-6692 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
1	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/TransactionInfo.java
3	False	java/org.apache.derby.server/org/apache/derby/impl/drda/XADatabase.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/services/locks/AbstractPool.java
==== DERBY-6693 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/MergeNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/authentication/AuthenticationServiceBase.java
3	False	java/org.apache.derby.server/org/apache/derby/impl/drda/XADatabase.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/services/bytecode/BCMethod.java
==== DERBY-6703 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/MergeNode.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/dictionary/FileInfoDescriptor.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/authentication/AuthenticationServiceBase.java
3	False	java/org.apache.derby.tools/org/apache/derby/impl/tools/ij/Main.java
4	False	java/org.apache.derby.client/org/apache/derby/client/am/MaterialStatement.java
==== DERBY-6705 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/D_StoredPage.java
1	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/MergeNode.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultColumnList.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/OrderByList.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/RowResultSetNode.java
==== DERBY-6714 ====
0	False	java/org.apache.derby.server/org/apache/derby/impl/drda/NetworkServerControlImpl.java
1	True	java/org.apache.derby.engine/org/apache/derby/iapi/jdbc/EngineResultSet.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/SetSchemaNode.java
3	True	java/org.apache.derby.server/org/apache/derby/impl/drda/DRDAStatement.java
4	False	bin/templates/NetworkServerControl
==== DERBY-6717 ====
0	True	java/org.apache.derby.engine/org/apache/derby/iapi/security/SecurityUtil.java
1	False	java/org.apache.derby.server/org/apache/derby/impl/drda/NetworkServerControlImpl.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/rts/RealHashScanStatistics.java
4	False	java/org.apache.derby.engine/org/apache/derby/mbeans/VersionMBean.java
==== DERBY-6719 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
1	False	java/org.apache.derby.tools/org/apache/derby/impl/tools/ij/xaHelper.java
2	False	build.xml
3	False	java/org.apache.derby.tools/build.xml
4	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/Xact.java
==== DERBY-6720 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/xact/Xact.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/SetSchemaNode.java
2	False	java/org.apache.derby.engine/org/apache/derby/diag/StatementDuration.java
3	False	java/org.apache.derby.client/org/apache/derby/client/ClientDataSourceFactory.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/XATransactionState.java
==== DERBY-6722 ====
0	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DefaultVTIModDeferPolicy.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/dictionary/FileInfoDescriptor.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/jdbc/EngineResultSet.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/authentication/AuthenticationServiceBase.java
4	False	java/org.apache.derby.client/org/apache/derby/client/net/NetPackageRequest.java
==== DERBY-6724 ====
0	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/TransactionInfo.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
2	False	java/org.apache.derby.tools/org/apache/derby/iapi/tools/i18n/LocalizedResource.java
3	True	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/DefaultVTIModDeferPolicy.java
4	False	java/org.apache.derby.server/org/apache/derby/impl/drda/XADatabase.java
==== DERBY-6726 ====
0	False	java/org.apache.derby.engine/org/apache/derby/diag/TransactionTable.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/TransactionInfo.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/compiler/LocalField.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/DeleteVTIResultSet.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/store/raw/data/StoredRecordHeader.java
==== DERBY-6730 ====
0	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/dictionary/ConstraintDescriptorList.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/AllResultColumn.java
2	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/FromTable.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/UpdateNode.java
4	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/ResultSetNode.java
==== DERBY-6737 ====
0	True	java/org.apache.derby.client/org/apache/derby/client/am/ClientResultSet.java
1	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/SavepointNode.java
2	False	java/org.apache.derby.engine/org/apache/derby/iapi/store/access/AccessFactory.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/MaxMinAggregator.java
4	False	java/org.apache.derby.client/org/apache/derby/client/am/SQLExceptionFactory.java
==== DERBY-6741 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/services/loader/ClassFactoryContext.java
2	False	java/org.apache.derby.client/org/apache/derby/client/net/NetConnection.java
3	False	java/org.apache.derby.client/org/apache/derby/client/ClientPooledConnection.java
4	False	java/org.apache.derby.client/org/apache/derby/client/net/NetStatementReply.java
==== DERBY-6751 ====
0	True	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java
1	False	java/org.apache.derby.engine/org/apache/derby/iapi/sql/conn/LanguageConnectionContext.java
2	False	java/org.apache.derby.client/org/apache/derby/client/net/NetConnection.java
3	False	java/org.apache.derby.engine/org/apache/derby/iapi/jdbc/EngineStatement.java
4	False	java/org.apache.derby.client/org/apache/derby/client/net/NetStatementReply.java
==== DERBY-6774 ====
0	False	java/org.apache.derby.client/org/apache/derby/client/am/ClientDatabaseMetaData.java
1	False	java/org.apache.derby.client/org/apache/derby/client/am/SQLExceptionFactory.java
2	False	java/org.apache.derby.client/org/apache/derby/client/net/NetConnectionReply.java
3	False	java/org.apache.derby.engine/org/apache/derby/impl/jdbc/SQLExceptionFactory.java
